run_id,pair_id,source_task,target_task,direction,mode,transfer_mode,epoch_budget,seed,E,K,F,fixed_ratio,approx_runtime_sec,approx_runtime_min,best_test_acc,final_test_acc,config_snapshot_mtime,run_summary_mtime,has_metrics_history
fix_vehicles1_to_vehicles2_E16_K8_F8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,1,16,8,8,1.0,79.655,1.328,0.8159999971389771,0.8340000014305115,1775930195.2889545,1775930274.9434574,True
fix_vehicles1_to_vehicles2_E16_K8_F8_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,3,16,8,8,1.0,82.203,1.37,0.8339999923706055,0.8019999947547912,1775930277.9235501,1775930360.1260934,True
dyn_vehicles1_to_vehicles2_E32_K4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,1,32,4,0,0.0,97.861,1.631,0.8399999990463257,0.7999999928474426,1775929121.3539693,1775929219.2152472,True
dyn_vehicles1_to_vehicles2_E32_K4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,3,32,4,0,0.0,97.265,1.621,0.8019999923706055,0.8199999947547912,1775929222.279405,1775929319.544204,True
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,4,1,0.25,104.578,1.743,0.8279999995231628,0.7759999928474426,1775932858.84662,1775932963.4245522,True
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,4,1,0.25,98.835,1.647,0.8239999995231628,0.8320000019073487,1775932966.3685079,1775933065.2033985,True
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,4,2,0.5,100.904,1.682,0.8280000014305114,0.7840000042915344,1775933068.1633759,1775933169.0669343,True
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,4,2,0.5,102.048,1.701,0.8059999923706055,0.8019999947547912,1775933172.11893,1775933274.1670637,True
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,4,3,0.75,100.837,1.681,0.8300000042915344,0.7819999928474426,1775933277.1510751,1775933377.987674,True
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,4,3,0.75,100.481,1.675,0.8139999971389771,0.8139999971389771,1775933380.9356976,1775933481.4166713,True
fix_vehicles1_to_vehicles2_E32_K4_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,1,32,4,4,1.0,102.722,1.712,0.8579999990463257,0.7839999952316284,1775930363.0381827,1775930465.7604234,True
fix_vehicles1_to_vehicles2_E32_K4_F4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,3,32,4,4,1.0,103.171,1.72,0.8299999947547912,0.8019999995231628,1775930468.6710553,1775930571.8425477,True
dyn_vehicles1_to_vehicles2_E32_K6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,1,32,6,0,0.0,99.261,1.654,0.7599999928474426,0.8119999947547912,1775929322.476343,1775929421.736864,True
dyn_vehicles1_to_vehicles2_E32_K6_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,3,32,6,0,0.0,98.76,1.646,0.7880000019073486,0.8139999923706055,1775929424.7089946,1775929523.4691837,True
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,6,1,0.16666666666666666,102.109,1.702,0.8179999971389771,0.784,1775933484.320704,1775933586.4300077,True
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,6,1,0.16666666666666666,102.298,1.705,0.8480000014305115,0.8480000014305115,1775933589.3340485,1775933691.6316135,True
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,6,2,0.3333333333333333,103.326,1.722,0.8280000014305114,0.7559999976158142,1775933694.5156608,1775933797.8414552,True
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,6,2,0.3333333333333333,102.966,1.716,0.8260000038146973,0.8139999971389771,1775933800.8535101,1775933903.8194723,True
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,6,4,0.6666666666666666,102.59,1.71,0.8379999947547913,0.7079999961853027,1775933906.7555306,1775934009.3454561,True
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,6,4,0.6666666666666666,100.28,1.671,0.8459999966621399,0.8399999923706055,1775934012.340021,1775934112.6200168,True
fix_vehicles1_to_vehicles2_E32_K6_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,1,32,6,6,1.0,102.16,1.703,0.8039999971389771,0.7599999933242798,1775930574.8851166,1775930677.0448315,True
fix_vehicles1_to_vehicles2_E32_K6_F6_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,3,32,6,6,1.0,103.097,1.718,0.8319999995231628,0.8139999995231628,1775930679.9650939,1775930783.0618246,True
dyn_vehicles1_to_vehicles2_E32_K8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,1,32,8,0,0.0,99.368,1.656,0.8319999995231628,0.7819999976158142,1775929526.421305,1775929625.7892647,True
dyn_vehicles1_to_vehicles2_E32_K8_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,80,3,32,8,0,0.0,99.464,1.658,0.8320000009536743,0.8059999947547912,1775929628.6453753,1775929728.1091292,True
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,8,1,0.125,101.094,1.685,0.7999999971389771,0.8119999995231628,1775934115.538621,1775934216.6326697,True
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,8,1,0.125,101.786,1.696,0.8399999923706055,0.8460000014305115,1775934219.548736,1775934321.3350925,True
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,8,2,0.25,101.858,1.698,0.8539999966621399,0.8319999923706055,1775934324.255161,1775934426.1135802,True
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,8,2,0.25,98.326,1.639,0.8319999923706055,0.8179999947547912,1775934429.02565,1775934527.3520327,True
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,8,4,0.5,102.735,1.712,0.8280000014305114,0.8280000038146973,1775934530.348106,1775934633.0826359,True
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,8,4,0.5,103.863,1.731,0.8259999971389771,0.8339999990463257,1775934636.0467093,1775934739.9099731,True
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,1,32,8,6,0.75,101.311,1.689,0.8519999923706054,0.782,1775934742.9503157,1775934844.2610393,True
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,80,3,32,8,6,0.75,103.122,1.719,0.8340000014305115,0.8240000014305114,1775934847.2253342,1775934950.3470109,True
fix_vehicles1_to_vehicles2_E32_K8_F8_ep80_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,1,32,8,8,1.0,102.312,1.705,0.8020000019073487,0.8439999923706055,1775930786.0540633,1775930888.3658006,True
fix_vehicles1_to_vehicles2_E32_K8_F8_ep80_s3,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,80,3,32,8,8,1.0,102.475,1.708,0.8299999923706055,0.8139999923706055,1775930891.3500147,1775930993.8250115,True
dyn_vehicles1_to_vehicles2_E8_K4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,100,1,8,4,0,0.0,86.038,1.434,0.8000000042915344,0.8199999971389771,1775896730.5906854,1775896816.6287446,True
hyb_vehicles1_to_vehicles2_E8_K4_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,8,4,1,0.25,87.324,1.455,0.8260000019073487,0.8060000019073487,1775899926.9679017,1775900014.292131,True
hyb_vehicles1_to_vehicles2_E8_K4_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,8,4,2,0.5,86.7,1.445,0.8279999923706055,0.8179999923706055,1775900017.1962652,1775900103.8961074,True
hyb_vehicles1_to_vehicles2_E8_K4_F3_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,8,4,3,0.75,85.856,1.431,0.8560000038146973,0.7859999976158142,1775900106.8002307,1775900192.6557415,True
fix_vehicles1_to_vehicles2_E8_K4_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,100,1,8,4,4,1.0,85.502,1.425,0.8359999923706055,0.8659999942779542,1775897504.9998097,1775897590.5015802,True
dyn_vehicles1_to_vehicles2_E16_K4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,100,1,16,4,0,0.0,98.776,1.646,0.8220000042915344,0.8379999923706055,1775896041.330491,1775896140.1060004,True
hyb_vehicles1_to_vehicles2_E16_K4_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,4,1,0.25,100.41,1.674,0.8419999923706055,0.77,1775897593.4976423,1775897693.9077058,True
hyb_vehicles1_to_vehicles2_E16_K4_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,4,2,0.5,100.886,1.681,0.8099999995231628,0.8300000014305114,1775897696.843766,1775897797.7298255,True
hyb_vehicles1_to_vehicles2_E16_K4_F3_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,4,3,0.75,100.0,1.667,0.8339999990463257,0.8020000038146973,1775897800.7298865,1775897900.7294536,True
fix_vehicles1_to_vehicles2_E16_K4_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,100,1,16,4,4,1.0,97.65,1.628,0.8039999947547912,0.8019999995231628,1775896819.5648139,1775896917.215083,True
dyn_vehicles1_to_vehicles2_E16_K6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,100,1,16,6,0,0.0,98.435,1.641,0.8420000038146973,0.7960000019073487,1775896143.0461004,1775896241.481319,True
hyb_vehicles1_to_vehicles2_E16_K6_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,6,1,0.16666666666666666,101.304,1.688,0.8379999923706055,0.8379999923706055,1775897903.6574469,1775898004.9613957,True
hyb_vehicles1_to_vehicles2_E16_K6_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,6,2,0.3333333333333333,100.486,1.675,0.8199999995231628,0.8679999990463256,1775898007.9813995,1775898108.4674122,True
hyb_vehicles1_to_vehicles2_E16_K6_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,6,4,0.6666666666666666,102.387,1.706,0.8559999990463257,0.8420000038146973,1775898111.4939106,1775898213.881347,True
fix_vehicles1_to_vehicles2_E16_K6_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,100,1,16,6,6,1.0,98.57,1.643,0.8140000019073487,0.7939999995231628,1775896920.1711507,1775897018.7413802,True
dyn_vehicles1_to_vehicles2_E16_K8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,100,1,16,8,0,0.0,98.871,1.648,0.8380000038146973,0.8179999923706055,1775896244.3894105,1775896343.2604134,True
hyb_vehicles1_to_vehicles2_E16_K8_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,8,1,0.125,100.809,1.68,0.8359999990463257,0.8019999995231628,1775898217.001367,1775898317.8101184,True
hyb_vehicles1_to_vehicles2_E16_K8_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,8,2,0.25,102.849,1.714,0.8520000038146973,0.7700000042915345,1775898320.7021427,1775898423.5510883,True
hyb_vehicles1_to_vehicles2_E16_K8_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,8,4,0.5,100.125,1.669,0.8559999966621399,0.8360000038146973,1775898426.4911177,1775898526.6161804,True
hyb_vehicles1_to_vehicles2_E16_K8_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,16,8,6,0.75,101.401,1.69,0.8239999947547912,0.7879999995231628,1775898529.4962127,1775898630.8974054,True
fix_vehicles1_to_vehicles2_E16_K8_F8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,100,1,16,8,8,1.0,99.674,1.661,0.8599999966621399,0.7720000019073486,1775897021.7574477,1775897121.4316514,True
dyn_vehicles1_to_vehicles2_E32_K4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,100,1,32,4,0,0.0,124.032,2.067,0.847999997138977,0.8379999995231628,1775896346.2004998,1775896470.232005,True
hyb_vehicles1_to_vehicles2_E32_K4_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,4,1,0.25,126.662,2.111,0.8140000019073487,0.8360000019073486,1775898633.785441,1775898760.4470625,True
hyb_vehicles1_to_vehicles2_E32_K4_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,4,2,0.5,129.158,2.153,0.8260000019073487,0.8419999947547913,1775898763.3831015,1775898892.5408738,True
hyb_vehicles1_to_vehicles2_E32_K4_F3_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,4,3,0.75,122.218,2.037,0.8199999995231628,0.8299999923706055,1775898895.4409146,1775899017.6586773,True
fix_vehicles1_to_vehicles2_E32_K4_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,100,1,32,4,4,1.0,124.687,2.078,0.8279999923706055,0.8460000038146973,1775897124.3117144,1775897248.998413,True
dyn_vehicles1_to_vehicles2_E32_K6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,100,1,32,6,0,0.0,126.711,2.112,0.8179999971389771,0.7959999995231628,1775896473.2200863,1775896599.9314294,True
hyb_vehicles1_to_vehicles2_E32_K6_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,6,1,0.16666666666666666,126.362,2.106,0.8119999923706055,0.8219999995231628,1775899020.6027205,1775899146.9646113,True
hyb_vehicles1_to_vehicles2_E32_K6_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,6,2,0.3333333333333333,128.194,2.137,0.8540000014305115,0.8379999923706055,1775899149.8686552,1775899278.0626283,True
hyb_vehicles1_to_vehicles2_E32_K6_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,6,4,0.6666666666666666,126.366,2.106,0.8180000042915344,0.8480000038146973,1775899280.9426732,1775899407.3086603,True
fix_vehicles1_to_vehicles2_E32_K6_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,100,1,32,6,6,1.0,123.127,2.052,0.8360000019073486,0.8360000019073486,1775897251.9584765,1775897375.0850916,True
dyn_vehicles1_to_vehicles2_E32_K8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,target_dynamic,pure_dynamic,100,1,32,8,0,0.0,124.627,2.077,0.8139999947547912,0.8219999947547912,1775896602.9835076,1775896727.6106129,True
hyb_vehicles1_to_vehicles2_E32_K8_F1_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,8,1,0.125,126.51,2.109,0.8219999971389771,0.8219999971389771,1775899410.188706,1775899536.6987276,True
hyb_vehicles1_to_vehicles2_E32_K8_F2_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,8,2,0.25,128.11,2.135,0.8599999966621399,0.8579999966621399,1775899539.5827742,1775899667.692847,True
hyb_vehicles1_to_vehicles2_E32_K8_F4_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,8,4,0.5,126.33,2.106,0.8559999990463257,0.8359999947547913,1775899670.6088946,1775899796.9389584,True
hyb_vehicles1_to_vehicles2_E32_K8_F6_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,hybrid,100,1,32,8,6,0.75,124.209,2.07,0.8219999971389771,0.8240000019073487,1775899799.8590064,1775899924.0677545,True
fix_vehicles1_to_vehicles2_E32_K8_F8_ep100_s1,vehicles1_to_vehicles2,vehicles1,vehicles2,vehicles1->vehicles2,hybrid_transfer,pure_fixed,100,1,32,8,8,1.0,124.067,2.068,0.8260000042915344,0.8179999923706055,1775897378.001153,1775897502.0677488,True
dyn_vehicles2_to_vehicles1_E8_K4_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,50,1,8,4,0,0.0,42.265,0.704,0.7339999933242798,0.7179999933242798,1775885328.2794237,1775885370.5439594,True
hyb_vehicles2_to_vehicles1_E8_K4_F1_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,8,4,1,0.25,43.249,0.721,0.7119999980926514,0.7159999957084656,1775886960.4042144,1775887003.6532638,True
hyb_vehicles2_to_vehicles1_E8_K4_F2_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,8,4,2,0.5,43.937,0.732,0.7099999980926514,0.7359999976158142,1775887006.5333333,1775887050.4703872,True
hyb_vehicles2_to_vehicles1_E8_K4_F3_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,8,4,3,0.75,42.785,0.713,0.7260000047683716,0.7379999933242798,1775887053.3624563,1775887096.1474721,True
fix_vehicles2_to_vehicles1_E8_K4_F4_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,50,1,8,4,4,1.0,42.254,0.704,0.7279999957084656,0.7279999957084656,1775885724.9690545,1775885767.2234323,True
dyn_vehicles2_to_vehicles1_E16_K4_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,50,1,16,4,0,0.0,47.365,0.789,0.6899999961853027,0.714,1775884977.655203,1775885025.0197442,True
hyb_vehicles2_to_vehicles1_E16_K4_F1_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,4,1,0.25,50.055,0.834,0.7140000052452088,0.6700000028610229,1775885770.0915895,1775885820.1462457,True
hyb_vehicles2_to_vehicles1_E16_K4_F2_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,4,2,0.5,49.886,0.831,0.7399999933242798,0.6359999985694885,1775885822.970391,1775885872.856882,True
hyb_vehicles2_to_vehicles1_E16_K4_F3_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,4,3,0.75,49.362,0.823,0.6500000052452087,0.675999993801117,1775885875.6930196,1775885925.055346,True
fix_vehicles2_to_vehicles1_E16_K4_F4_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,50,1,16,4,4,1.0,49.873,0.831,0.7099999933242798,0.7519999976158143,1775885373.5479975,1775885423.4206355,True
dyn_vehicles2_to_vehicles1_E16_K6_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,50,1,16,6,0,0.0,48.973,0.816,0.7619999928474426,0.7619999928474426,1775885027.9037776,1775885076.8763487,True
hyb_vehicles2_to_vehicles1_E16_K6_F1_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,6,1,0.16666666666666666,49.034,0.817,0.6739999985694886,0.7119999957084656,1775885927.9674795,1775885977.0016668,True
hyb_vehicles2_to_vehicles1_E16_K6_F2_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,6,2,0.3333333333333333,50.89,0.848,0.7119999976158142,0.6619999942779541,1775885979.8977926,1775886030.7879455,True
hyb_vehicles2_to_vehicles1_E16_K6_F4_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,6,4,0.6666666666666666,50.134,0.836,0.7120000047683716,0.7299999976158142,1775886033.7400672,1775886083.8740828,True
fix_vehicles2_to_vehicles1_E16_K6_F6_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,50,1,16,6,6,1.0,49.569,0.826,0.7159999957084656,0.6779999980926513,1775885426.2446718,1775885475.8133113,True
dyn_vehicles2_to_vehicles1_E16_K8_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,50,1,16,8,0,0.0,50.293,0.838,0.7079999933242798,0.7159999980926514,1775885079.7323823,1775885130.0249803,True
hyb_vehicles2_to_vehicles1_E16_K8_F1_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,8,1,0.125,50.258,0.838,0.7099999957084656,0.6300000033378601,1775886086.814198,1775886137.072124,True
hyb_vehicles2_to_vehicles1_E16_K8_F2_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,8,2,0.25,50.418,0.84,0.6819999980926513,0.6999999980926513,1775886139.9442315,1775886190.362078,True
hyb_vehicles2_to_vehicles1_E16_K8_F4_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,8,4,0.5,50.718,0.845,0.7000000028610229,0.7080000052452088,1775886193.1981795,1775886243.915959,True
hyb_vehicles2_to_vehicles1_E16_K8_F6_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,16,8,6,0.75,50.378,0.84,0.6880000052452088,0.7099999933242798,1775886246.7520564,1775886297.1297543,True
fix_vehicles2_to_vehicles1_E16_K8_F8_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,pure_fixed,50,1,16,8,8,1.0,50.511,0.842,0.7120000047683716,0.7139999933242798,1775885478.7493496,1775885529.2601883,True
dyn_vehicles2_to_vehicles1_E32_K4_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,target_dynamic,pure_dynamic,50,1,32,4,0,0.0,61.545,1.026,0.7180000047683716,0.6519999957084656,1775885132.9290152,1775885194.4737606,True
hyb_vehicles2_to_vehicles1_E32_K4_F1_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,32,4,1,0.25,63.486,1.058,0.7039999980926513,0.642000002861023,1775886300.0058494,1775886363.491901,True
hyb_vehicles2_to_vehicles1_E32_K4_F2_ep50_s1,vehicles2_to_vehicles1,vehicles2,vehicles1,vehicles2->vehicles1,hybrid_transfer,hybrid,50,1,32,4,2,0.5,63.498,1.058,0.7,0.7,1775886366.371992,1775886429.8699577,True
