run_id,mode,pair_group,pair_id,seed,source_task,target_task,task_name,num_classes,num_experts,top_k,fixed_k,dynamic_k,fixed_ratio,source_ref_run_id,source_stats_path,fixed_experts,best_val_epoch,best_val_acc,best_test_acc,best_test_macro_f1,best_test_loss,best_test_routing_entropy,final_test_acc,final_test_macro_f1,final_test_loss,final_test_routing_entropy,train_size,val_size,test_size,checkpoint_path,config_path,run_dir,log_path,fixed_experts_layer0,resolved_fixed_path
dyn_p03_flowers_to_trees_E16_K4_s1,target_dynamic,main_strong_6,p03_flowers_to_trees,1,flowers,trees,trees,5,16,4,0,4,0.0,ref_flowers_E16_K4_s1,,[],9,0.5559999718666077,0.5180000019073486,0.5116808868252632,1.1858228282928467,2.2433236241340637,0.4999999952316284,0.4837308435071129,1.2700373573303223,2.2730173468589783,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_flowers_to_trees_E16_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E16_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E16_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_flowers_to_trees_E16_K4_s1.log,,results/runs/dyn_p03_flowers_to_trees_E16_K4_s1/resolved_fixed_experts.json
dyn_p03_flowers_to_trees_E16_K6_s1,target_dynamic,main_strong_6,p03_flowers_to_trees,1,flowers,trees,trees,5,16,6,0,6,0.0,ref_flowers_E16_K6_s1,,[],9,0.5479999814033508,0.5259999976158142,0.5129923062345905,1.2144319334030151,2.227366626262665,0.5179999978542328,0.5069131290333349,1.1974555959701538,2.2881832122802734,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_flowers_to_trees_E16_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E16_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E16_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_flowers_to_trees_E16_K6_s1.log,,results/runs/dyn_p03_flowers_to_trees_E16_K6_s1/resolved_fixed_experts.json
dyn_p03_flowers_to_trees_E16_K8_s1,target_dynamic,main_strong_6,p03_flowers_to_trees,1,flowers,trees,trees,5,16,8,0,8,0.0,ref_flowers_E16_K8_s1,,[],9,0.5439999761581421,0.5079999952316284,0.5061148252749804,1.2068843364715576,2.3577070832252502,0.478,0.45808515914649994,1.331027193069458,2.4476304054260254,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_flowers_to_trees_E16_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E16_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E16_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_flowers_to_trees_E16_K8_s1.log,,results/runs/dyn_p03_flowers_to_trees_E16_K8_s1/resolved_fixed_experts.json
dyn_p03_flowers_to_trees_E32_K4_s1,target_dynamic,main_strong_6,p03_flowers_to_trees,1,flowers,trees,trees,5,32,4,0,4,0.0,ref_flowers_E32_K4_s1,,[],8,0.5439999914169311,0.4939999928474426,0.4959584783269408,1.2458591632843017,2.862748861312866,0.5019999978542328,0.5005792803356616,1.324461944580078,2.8325672149658203,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_flowers_to_trees_E32_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E32_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E32_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_flowers_to_trees_E32_K4_s1.log,,results/runs/dyn_p03_flowers_to_trees_E32_K4_s1/resolved_fixed_experts.json
dyn_p03_flowers_to_trees_E32_K6_s1,target_dynamic,main_strong_6,p03_flowers_to_trees,1,flowers,trees,trees,5,32,6,0,6,0.0,ref_flowers_E32_K6_s1,,[],10,0.5359999718666076,0.4980000004768372,0.4871220701425164,1.3062135820388794,2.8958853483200073,0.4980000004768372,0.4871220701425164,1.3062135820388794,2.8958853483200073,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_flowers_to_trees_E32_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E32_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E32_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_flowers_to_trees_E32_K6_s1.log,,results/runs/dyn_p03_flowers_to_trees_E32_K6_s1/resolved_fixed_experts.json
dyn_p03_flowers_to_trees_E32_K8_s1,target_dynamic,main_strong_6,p03_flowers_to_trees,1,flowers,trees,trees,5,32,8,0,8,0.0,ref_flowers_E32_K8_s1,,[],10,0.5679999766349793,0.49999999785423277,0.49848479185693106,1.2471467914581298,2.9818403124809265,0.49999999785423277,0.49848479185693106,1.2471467914581298,2.9818403124809265,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_flowers_to_trees_E32_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E32_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_flowers_to_trees_E32_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_flowers_to_trees_E32_K8_s1.log,,results/runs/dyn_p03_flowers_to_trees_E32_K8_s1/resolved_fixed_experts.json
dyn_p03_trees_to_flowers_E8_K4_s1,target_dynamic,main_strong_6,p03_trees_to_flowers,1,trees,flowers,flowers,5,8,4,0,4,0.0,ref_trees_E8_K4_s1,,[],8,0.6199999876022338,0.5899999990463257,0.5512792380497569,1.0498709092140197,1.6357930600643158,0.5959999985694885,0.5798621742851944,1.004539731502533,1.5988278687000275,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_trees_to_flowers_E8_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E8_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E8_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_trees_to_flowers_E8_K4_s1.log,,results/runs/dyn_p03_trees_to_flowers_E8_K4_s1/resolved_fixed_experts.json
dyn_p03_trees_to_flowers_E16_K4_s1,target_dynamic,main_strong_6,p03_trees_to_flowers,1,trees,flowers,flowers,5,16,4,0,4,0.0,ref_trees_E16_K4_s1,,[],10,0.6279999828338623,0.621999994277954,0.6043254858171934,0.9626381831169128,2.0965355038642883,0.621999994277954,0.6043254858171934,0.9626381831169128,2.0965355038642883,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_trees_to_flowers_E16_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E16_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E16_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_trees_to_flowers_E16_K4_s1.log,,results/runs/dyn_p03_trees_to_flowers_E16_K4_s1/resolved_fixed_experts.json
dyn_p03_trees_to_flowers_E16_K6_s1,target_dynamic,main_strong_6,p03_trees_to_flowers,1,trees,flowers,flowers,5,16,6,0,6,0.0,ref_trees_E16_K6_s1,,[],8,0.6199999771118164,0.5919999942779541,0.5643876911249455,0.9996249628067017,2.3342456221580505,0.5919999966621399,0.5612940235426852,1.0324531860351562,2.2578492760658264,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_trees_to_flowers_E16_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E16_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E16_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_trees_to_flowers_E16_K6_s1.log,,results/runs/dyn_p03_trees_to_flowers_E16_K6_s1/resolved_fixed_experts.json
dyn_p03_trees_to_flowers_E16_K8_s1,target_dynamic,main_strong_6,p03_trees_to_flowers,1,trees,flowers,flowers,5,16,8,0,8,0.0,ref_trees_E16_K8_s1,,[],10,0.6239999680519104,0.6099999942779541,0.5904322024477127,0.9903099908828735,2.2902230620384216,0.6099999942779541,0.5904322024477127,0.9903099908828735,2.2902230620384216,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_trees_to_flowers_E16_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E16_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E16_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_trees_to_flowers_E16_K8_s1.log,,results/runs/dyn_p03_trees_to_flowers_E16_K8_s1/resolved_fixed_experts.json
dyn_p03_trees_to_flowers_E32_K4_s1,target_dynamic,main_strong_6,p03_trees_to_flowers,1,trees,flowers,flowers,5,32,4,0,4,0.0,ref_trees_E32_K4_s1,,[],5,0.5999999718666077,0.5499999947547912,0.5409963759948502,1.1039064683914184,3.0929957032203674,0.572000006198883,0.5577331252135558,1.0377787857055665,2.8627787828445435,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_trees_to_flowers_E32_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E32_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E32_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_trees_to_flowers_E32_K4_s1.log,,results/runs/dyn_p03_trees_to_flowers_E32_K4_s1/resolved_fixed_experts.json
dyn_p03_trees_to_flowers_E32_K6_s1,target_dynamic,main_strong_6,p03_trees_to_flowers,1,trees,flowers,flowers,5,32,6,0,6,0.0,ref_trees_E32_K6_s1,,[],4,0.5879999914169312,0.5400000014305115,0.5249989252220864,1.1375373249053955,3.015546500682831,0.5940000009536743,0.5743877586695632,1.016450806617737,2.9270090460777283,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_trees_to_flowers_E32_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E32_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E32_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_trees_to_flowers_E32_K6_s1.log,,results/runs/dyn_p03_trees_to_flowers_E32_K6_s1/resolved_fixed_experts.json
dyn_p03_trees_to_flowers_E32_K8_s1,target_dynamic,main_strong_6,p03_trees_to_flowers,1,trees,flowers,flowers,5,32,8,0,8,0.0,ref_trees_E32_K8_s1,,[],7,0.5879999866485596,0.5839999971389771,0.5718492643744513,1.0036843328475953,2.9303629398345947,0.5899999942779541,0.5634444358159942,1.0114123930931092,2.8880940675735474,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p03_trees_to_flowers_E32_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E32_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p03_trees_to_flowers_E32_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p03_trees_to_flowers_E32_K8_s1.log,,results/runs/dyn_p03_trees_to_flowers_E32_K8_s1/resolved_fixed_experts.json
dyn_p04_insects_to_non_insect_invertebrates_E8_K4_s1,target_dynamic,main_strong_6,p04_insects_to_non_insect_invertebrates,1,insects,non_insect_invertebrates,non_insect_invertebrates,5,8,4,0,4,0.0,ref_insects_E8_K4_s1,,[],7,0.4799999895095825,0.46799999761581423,0.4615057256141265,1.2866608753204345,1.4597908854484558,0.48800000619888306,0.4793932964760989,1.2113983516693114,1.4218820631504059,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_insects_to_non_insect_invertebrates_E8_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E8_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E8_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_insects_to_non_insect_invertebrates_E8_K4_s1.log,,results/runs/dyn_p04_insects_to_non_insect_invertebrates_E8_K4_s1/resolved_fixed_experts.json
dyn_p04_insects_to_non_insect_invertebrates_E16_K4_s1,target_dynamic,main_strong_6,p04_insects_to_non_insect_invertebrates,1,insects,non_insect_invertebrates,non_insect_invertebrates,5,16,4,0,4,0.0,ref_insects_E16_K4_s1,,[],7,0.4599999902248383,0.49399999785423276,0.48725999414436083,1.2211794385910033,2.064056396484375,0.5100000042915345,0.5076985979818083,1.2241218156814575,1.9063083231449127,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_insects_to_non_insect_invertebrates_E16_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_insects_to_non_insect_invertebrates_E16_K4_s1.log,,results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K4_s1/resolved_fixed_experts.json
dyn_p04_insects_to_non_insect_invertebrates_E16_K6_s1,target_dynamic,main_strong_6,p04_insects_to_non_insect_invertebrates,1,insects,non_insect_invertebrates,non_insect_invertebrates,5,16,6,0,6,0.0,ref_insects_E16_K6_s1,,[],7,0.4639999852180481,0.5000000023841857,0.5000403832065136,1.2108683452606201,1.9904077649116516,0.5119999978542328,0.5080892082661517,1.2068966884613037,1.9485656023025513,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_insects_to_non_insect_invertebrates_E16_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_insects_to_non_insect_invertebrates_E16_K6_s1.log,,results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K6_s1/resolved_fixed_experts.json
dyn_p04_insects_to_non_insect_invertebrates_E16_K8_s1,target_dynamic,main_strong_6,p04_insects_to_non_insect_invertebrates,1,insects,non_insect_invertebrates,non_insect_invertebrates,5,16,8,0,8,0.0,ref_insects_E16_K8_s1,,[],7,0.4639999804496765,0.46000000286102294,0.46107861936090677,1.2520213632583619,2.251677632331848,0.47800000190734865,0.47182852790412555,1.3022157287597655,2.142417550086975,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_insects_to_non_insect_invertebrates_E16_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_insects_to_non_insect_invertebrates_E16_K8_s1.log,,results/runs/dyn_p04_insects_to_non_insect_invertebrates_E16_K8_s1/resolved_fixed_experts.json
dyn_p04_insects_to_non_insect_invertebrates_E32_K4_s1,target_dynamic,main_strong_6,p04_insects_to_non_insect_invertebrates,1,insects,non_insect_invertebrates,non_insect_invertebrates,5,32,4,0,4,0.0,ref_insects_E32_K4_s1,,[],8,0.48399999403953553,0.5200000019073486,0.5098859180215035,1.186793131828308,2.763565957546234,0.5019999952316284,0.5031011008132558,1.165434679031372,2.7157651782035828,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_insects_to_non_insect_invertebrates_E32_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_insects_to_non_insect_invertebrates_E32_K4_s1.log,,results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K4_s1/resolved_fixed_experts.json
dyn_p04_insects_to_non_insect_invertebrates_E32_K6_s1,target_dynamic,main_strong_6,p04_insects_to_non_insect_invertebrates,1,insects,non_insect_invertebrates,non_insect_invertebrates,5,32,6,0,6,0.0,ref_insects_E32_K6_s1,,[],10,0.5239999899864197,0.5400000042915344,0.5347924839110096,1.1497383108139039,2.836866617202759,0.5400000042915344,0.5347924839110096,1.1497383108139039,2.836866617202759,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_insects_to_non_insect_invertebrates_E32_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_insects_to_non_insect_invertebrates_E32_K6_s1.log,,results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K6_s1/resolved_fixed_experts.json
dyn_p04_insects_to_non_insect_invertebrates_E32_K8_s1,target_dynamic,main_strong_6,p04_insects_to_non_insect_invertebrates,1,insects,non_insect_invertebrates,non_insect_invertebrates,5,32,8,0,8,0.0,ref_insects_E32_K8_s1,,[],7,0.5079999952316284,0.514,0.5081961989166905,1.2071071968078613,2.917929470539093,0.5100000023841857,0.5101187283770268,1.1911378765106202,2.813730835914612,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_insects_to_non_insect_invertebrates_E32_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_insects_to_non_insect_invertebrates_E32_K8_s1.log,,results/runs/dyn_p04_insects_to_non_insect_invertebrates_E32_K8_s1/resolved_fixed_experts.json
dyn_p04_non_insect_invertebrates_to_insects_E8_K4_s1,target_dynamic,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,8,4,0,4,0.0,ref_non_insect_invertebrates_E8_K4_s1,,[],10,0.5399999804496766,0.5839999990463257,0.5692413952652016,1.101953619003296,1.5411735773086548,0.5839999990463257,0.5692413952652016,1.101953619003296,1.5411735773086548,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_non_insect_invertebrates_to_insects_E8_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E8_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E8_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_non_insect_invertebrates_to_insects_E8_K4_s1.log,,results/runs/dyn_p04_non_insect_invertebrates_to_insects_E8_K4_s1/resolved_fixed_experts.json
dyn_p04_non_insect_invertebrates_to_insects_E16_K4_s1,target_dynamic,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,16,4,0,4,0.0,ref_non_insect_invertebrates_E16_K4_s1,,[],10,0.5559999957084656,0.5979999942779541,0.5797167106511087,1.0412984142303467,2.011296331882477,0.5979999942779541,0.5797167106511087,1.0412984142303467,2.011296331882477,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_non_insect_invertebrates_to_insects_E16_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_non_insect_invertebrates_to_insects_E16_K4_s1.log,,results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K4_s1/resolved_fixed_experts.json
dyn_p04_non_insect_invertebrates_to_insects_E16_K6_s1,target_dynamic,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,16,6,0,6,0.0,ref_non_insect_invertebrates_E16_K6_s1,,[],9,0.559999990940094,0.5780000014305114,0.5658380709515648,1.0880858869552612,2.170907437801361,0.5839999966621399,0.5559164972892237,1.0659906177520753,2.0874285101890564,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_non_insect_invertebrates_to_insects_E16_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_non_insect_invertebrates_to_insects_E16_K6_s1.log,,results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K6_s1/resolved_fixed_experts.json
dyn_p04_non_insect_invertebrates_to_insects_E16_K8_s1,target_dynamic,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,16,8,0,8,0.0,ref_non_insect_invertebrates_E16_K8_s1,,[],9,0.5559999809265137,0.5619999947547912,0.5404384690968784,1.1161972274780274,2.1429383754730225,0.5600000038146973,0.5362415749697662,1.1066281032562255,2.162312150001526,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_non_insect_invertebrates_to_insects_E16_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_non_insect_invertebrates_to_insects_E16_K8_s1.log,,results/runs/dyn_p04_non_insect_invertebrates_to_insects_E16_K8_s1/resolved_fixed_experts.json
dyn_p04_non_insect_invertebrates_to_insects_E32_K4_s1,target_dynamic,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,4,0,4,0.0,ref_non_insect_invertebrates_E32_K4_s1,,[],5,0.5159999947547913,0.49000000286102297,0.4778043535595299,1.2213173036575318,2.834525942802429,0.5460000014305115,0.5354308475559506,1.1305536613464355,2.477113723754883,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_non_insect_invertebrates_to_insects_E32_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_non_insect_invertebrates_to_insects_E32_K4_s1.log,,results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K4_s1/resolved_fixed_experts.json
dyn_p04_non_insect_invertebrates_to_insects_E32_K6_s1,target_dynamic,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,6,0,6,0.0,ref_non_insect_invertebrates_E32_K6_s1,,[],10,0.5399999852180482,0.5680000014305114,0.5635169839648676,1.089237889289856,2.703393042087555,0.5680000014305114,0.5635169839648676,1.089237889289856,2.703393042087555,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_non_insect_invertebrates_to_insects_E32_K6_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K6_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K6_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_non_insect_invertebrates_to_insects_E32_K6_s1.log,,results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K6_s1/resolved_fixed_experts.json
dyn_p04_non_insect_invertebrates_to_insects_E32_K8_s1,target_dynamic,main_strong_6,p04_non_insect_invertebrates_to_insects,1,non_insect_invertebrates,insects,insects,5,32,8,0,8,0.0,ref_non_insect_invertebrates_E32_K8_s1,,[],8,0.519999990940094,0.5680000038146973,0.5675759815522057,1.0807357273101807,2.839065194129944,0.5819999966621399,0.5759228065716706,1.083020704269409,2.930294454097748,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p04_non_insect_invertebrates_to_insects_E32_K8_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K8_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K8_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p04_non_insect_invertebrates_to_insects_E32_K8_s1.log,,results/runs/dyn_p04_non_insect_invertebrates_to_insects_E32_K8_s1/resolved_fixed_experts.json
dyn_p05_medium_sized_mammals_to_small_mammals_E8_K4_s1,target_dynamic,main_strong_6,p05_medium_sized_mammals_to_small_mammals,1,medium_sized_mammals,small_mammals,small_mammals,5,8,4,0,4,0.0,ref_medium_sized_mammals_E8_K4_s1,,[],7,0.45999999523162843,0.44400000023841857,0.44566215928629643,1.3462409954071044,1.5867021679878235,0.474,0.46102740059082714,1.3277738161087036,1.552494376897812,2250,250,500,/root/autodl-tmp/projects/six_moe/checkpoints/dyn_p05_medium_sized_mammals_to_small_mammals_E8_K4_s1/best.pt,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p05_medium_sized_mammals_to_small_mammals_E8_K4_s1/config_snapshot.yaml,/root/autodl-tmp/projects/six_moe/results/runs/dyn_p05_medium_sized_mammals_to_small_mammals_E8_K4_s1,/root/autodl-tmp/projects/six_moe/logs/dyn_p05_medium_sized_mammals_to_small_mammals_E8_K4_s1.log,,results/runs/dyn_p05_medium_sized_mammals_to_small_mammals_E8_K4_s1/resolved_fixed_experts.json
